"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"017027","Braone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",691,"e","dato stimato"
"012017","Brebbia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3124,"e","dato stimato"
"026005","Breda di Piave","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7690,"e","dato stimato"
"012018","Bregano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",815,"e","dato stimato"
"013028","Bregnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6390,"e","dato stimato"
"016037","Brembate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8557,"e","dato stimato"
"018022","Breme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",699,"e","dato stimato"
"024015","Brendola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6671,"e","dato stimato"
"013029","Brenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2180,"e","dato stimato"
"021010","Brennero/Brenner","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2328,"e","dato stimato"
"017028","Breno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4639,"e","dato stimato"
"012019","Brenta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1715,"e","dato stimato"
"023013","Brentino Belluno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1363,"e","dato stimato"
"022025","Brentonico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4077,"e","dato stimato"
"023014","Brenzone sul Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2451,"e","dato stimato"
"035006","Brescello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5630,"e","dato stimato"
"022026","Bresimo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",248,"e","dato stimato"
"018023","Bressana Bottarone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3460,"e","dato stimato"
"021011","Bressanone/Brixen","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",22816,"e","dato stimato"
"024016","Bressanvido","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3149,"e","dato stimato"
"015032","Bresso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",26001,"e","dato stimato"
"012020","Brezzo di Bedero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1217,"e","dato stimato"
"012027","Cadegliano-Viconago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2155,"e","dato stimato"
"035008","Cadelbosco di Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10613,"e","dato stimato"
"033007","Cadeo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5978,"e","dato stimato"
"028016","Cadoneghe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15801,"e","dato stimato"
"013036","Cadorago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7983,"e","dato stimato"
"026006","Caerano di San Marco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7761,"e","dato stimato"
"001046","Cafasse","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3326,"e","dato stimato"
"065019","Caggiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2523,"e","dato stimato"
"041007","Cagli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7943,"e","dato stimato"
"013037","Caglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",492,"e","dato stimato"
"066013","Cagnano Amiterno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1125,"e","dato stimato"
"071008","Cagnano Varano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6573,"e","dato stimato"
"061008","Caianello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1752,"e","dato stimato"
"061009","Caiazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5205,"e","dato stimato"
"021014","Caines/Kuens","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",386,"e","dato stimato"
"017031","Caino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2157,"e","dato stimato"
"014011","Caiolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1049,"e","dato stimato"
"064013","Cairano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",275,"e","dato stimato"
"012029","Cairate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7737,"e","dato stimato"
"009015","Cairo Montenotte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12660,"e","dato stimato"
"063011","Caivano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",35874,"e","dato stimato"
"064014","Calabritto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2148,"e","dato stimato"
"025008","Calalzo di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1841,"e","dato stimato"
"005013","Calamandrana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1654,"e","dato stimato"
"084006","Calamonaci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1158,"e","dato stimato"
"080016","Calanna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",760,"e","dato stimato"
"103014","Calasca-Castiglione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",607,"e","dato stimato"
"086005","Calascibetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4062,"e","dato stimato"
"066014","Calascio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",125,"e","dato stimato"
"087010","Calatabiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5121,"e","dato stimato"
"081003","Calatafimi-Segesta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6127,"e","dato stimato"
"056010","Calcata","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",905,"e","dato stimato"
"022032","Calceranica al Lago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1395,"e","dato stimato"
"050003","Calci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6293,"e","dato stimato"
"077004","Calciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",664,"e","dato stimato"
"050004","Calcinaia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12738,"e","dato stimato"
"016043","Calcinate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6124,"e","dato stimato"
"017032","Calcinato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12862,"e","dato stimato"
"016044","Calcio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5411,"e","dato stimato"
"097012","Calco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5396,"e","dato stimato"
"021015","Caldaro sulla strada del vino/Kaltern an der Weinstraße","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8137,"e","dato stimato"
"043006","Caldarola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1591,"e","dato stimato"
"037009","Calderara di Reno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",13502,"e","dato stimato"
"022033","Caldes","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1102,"e","dato stimato"
"023017","Caldiero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7924,"e","dato stimato"
"024018","Caldogno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11297,"e","dato stimato"
"022034","Caldonazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3904,"e","dato stimato"
"033008","Calendasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2407,"e","dato stimato"
"048005","Calenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",18084,"e","dato stimato"
"034008","Calestano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2065,"e","dato stimato"
"011008","Calice al Cornoviglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1079,"e","dato stimato"
"009016","Calice Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1688,"e","dato stimato"
"075010","Calimera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6697,"e","dato stimato"
"064015","Calitri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4243,"e","dato stimato"
"009017","Calizzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1410,"e","dato stimato"
"096008","Callabiana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",141,"e","dato stimato"
"005014","Calliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1203,"e","dato stimato"
"022035","Calliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2048,"e","dato stimato"
"097013","Calolziocorte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",13514,"e","dato stimato"
"078021","Calopezzati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1272,"e","dato stimato"
"005015","Calosso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1120,"e","dato stimato"
"078022","Caloveto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1107,"e","dato stimato"
"084007","Caltabellotta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3194,"e","dato stimato"
"087011","Caltagirone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",35765,"e","dato stimato"
"082015","Caltavuturo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3558,"e","dato stimato"
"003030","Caltignaga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2498,"e","dato stimato"
"029008","Calto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",662,"e","dato stimato"
"024019","Caltrano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2497,"e","dato stimato"
"016046","Calusco d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8238,"e","dato stimato"
"001047","Caluso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7370,"e","dato stimato"
"017033","Calvagese della Riviera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3666,"e","dato stimato"
"065020","Calvanico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1393,"e","dato stimato"
"019009","Calvatone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1159,"e","dato stimato"
"076015","Calvello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1768,"e","dato stimato"
"024020","Calvene","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1280,"e","dato stimato"
"016047","Calvenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4317,"e","dato stimato"
"076016","Calvera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",354,"e","dato stimato"
"062012","Calvi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2491,"e","dato stimato"
"055008","Calvi dell'Umbria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1688,"e","dato stimato"
"061010","Calvi Risorta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5469,"e","dato stimato"
"018025","Calvignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",106,"e","dato stimato"
"015042","Calvignasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1211,"e","dato stimato"
"017034","Calvisano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8369,"e","dato stimato"
"063012","Calvizzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12391,"e","dato stimato"
"006026","Camagna Monferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",469,"e","dato stimato"
"046005","Camaiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",31842,"e","dato stimato"
"096009","Camandona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",309,"e","dato stimato"
"084008","Camastra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2010,"e","dato stimato"
"015044","Cambiago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7120,"e","dato stimato"
"001048","Cambiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5885,"e","dato stimato"
