"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"060056","Pontecorvo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12333,"e","dato stimato"
"006132","Pontecurone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3457,"e","dato stimato"
"008045","Pontedassio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2356,"e","dato stimato"
"050029","Pontedera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",29393,"e","dato stimato"
"062054","Pontelandolfo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2014,"e","dato stimato"
"061061","Pontelatone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1525,"e","dato stimato"
"028068","Pontelongo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3640,"e","dato stimato"
"033037","Pontenure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6523,"e","dato stimato"
"016169","Ponteranica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6675,"e","dato stimato"
"006133","Pontestura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1321,"e","dato stimato"
"017149","Pontevico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6978,"e","dato stimato"
"007051","Pontey","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",790,"e","dato stimato"
"006134","Ponti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",514,"e","dato stimato"
"020044","Ponti sul Mincio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2295,"e","dato stimato"
"016171","Pontida","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3233,"e","dato stimato"
"059017","Pontinia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15046,"e","dato stimato"
"009051","Pontinvrea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",792,"e","dato stimato"
"016172","Pontirolo Nuovo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4886,"e","dato stimato"
"017150","Pontoglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6943,"e","dato stimato"
"045014","Pontremoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6891,"e","dato stimato"
"007052","Pont-Saint-Martin","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3527,"e","dato stimato"
"059018","Ponza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3289,"e","dato stimato"
"109032","Ponzano di Fermo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1632,"e","dato stimato"
"006135","Ponzano Monferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",332,"e","dato stimato"
"058080","Ponzano Romano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1212,"e","dato stimato"
"026059","Ponzano Veneto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12988,"e","dato stimato"
"006136","Ponzone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1007,"e","dato stimato"
"068033","Popoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4713,"e","dato stimato"
"051031","Poppi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5823,"e","dato stimato"
"055028","Porano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1920,"e","dato stimato"
"046026","Porcari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8788,"e","dato stimato"
"093032","Porcia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",14971,"e","dato stimato"
"013189","Porlezza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4858,"e","dato stimato"
"008046","Pornassio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",628,"e","dato stimato"
"030077","Porpetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2467,"e","dato stimato"
"005087","Portacomaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1901,"e","dato stimato"
"018118","Portalbera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1444,"e","dato stimato"
"001200","Porte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1092,"e","dato stimato"
"063059","Portici","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",52054,"e","dato stimato"
"061062","Portico di Caserta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7732,"e","dato stimato"
"040031","Portico e San Benedetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",723,"e","dato stimato"
"080062","Portigliola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1064,"e","dato stimato"
"049013","Porto Azzurro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3628,"e","dato stimato"
"012113","Porto Ceresio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2854,"e","dato stimato"
"075097","Porto Cesareo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6357,"e","dato stimato"
"084028","Porto Empedocle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15600,"e","dato stimato"
"020045","Porto Mantovano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",16614,"e","dato stimato"
"043042","Porto Recanati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12356,"e","dato stimato"
"109033","Porto San Giorgio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15618,"e","dato stimato"
"109034","Porto Sant'Elpidio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",25600,"e","dato stimato"
"029039","Porto Tolle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",9031,"e","dato stimato"
"090058","Porto Torres","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",21029,"e","dato stimato"
"012114","Porto Valtravaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2261,"e","dato stimato"
"029052","Porto Viro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",13731,"e","dato stimato"
"026060","Portobuffolè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",742,"e","dato stimato"
"070055","Portocannone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2335,"e","dato stimato"
"049014","Portoferraio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11797,"e","dato stimato"
"010044","Portofino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",355,"e","dato stimato"
"027029","Portogruaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",24314,"e","dato stimato"
"038019","Portomaggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11780,"e","dato stimato"
"089020","Portopalo di Capo Passero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3782,"e","dato stimato"
"011022","Portovenere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3268,"e","dato stimato"
"096048","Portula","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1120,"e","dato stimato"
"091073","Posada","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3019,"e","dato stimato"
"024080","Posina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",568,"e","dato stimato"
"065100","Positano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3747,"e","dato stimato"
"026061","Possagno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2245,"e","dato stimato"
"057057","Posta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",557,"e","dato stimato"
"060057","Posta Fibreno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1021,"e","dato stimato"
"021066","Postal/Burgstall","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1995,"e","dato stimato"
"014053","Postalesio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",665,"e","dato stimato"
"065101","Postiglione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2000,"e","dato stimato"
"002102","Postua","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",552,"e","dato stimato"
"043043","Potenza Picena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",15402,"e","dato stimato"
"024081","Pove del Grappa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3177,"e","dato stimato"
"026062","Povegliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5081,"e","dato stimato"
"023060","Povegliano Veronese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7333,"e","dato stimato"
"035029","Poviglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7018,"e","dato stimato"
"030078","Povoletto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5444,"e","dato stimato"
"057058","Pozzaglia Sabina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",301,"e","dato stimato"
"019077","Pozzaglio ed Uniti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1428,"e","dato stimato"
"088008","Pozzallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",18879,"e","dato stimato"
"094038","Pozzilli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2190,"e","dato stimato"
"015177","Pozzo d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6550,"e","dato stimato"
"006137","Pozzol Groppo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",295,"e","dato stimato"
"017151","Pozzolengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3582,"e","dato stimato"
"024082","Pozzoleone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2767,"e","dato stimato"
"006138","Pozzolo Formigaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4506,"e","dato stimato"
"090059","Pozzomaggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2376,"e","dato stimato"
"028070","Pozzonovo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3430,"e","dato stimato"
"063060","Pozzuoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",76331,"e","dato stimato"
"030079","Pozzuolo del Friuli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6888,"e","dato stimato"
"015178","Pozzuolo Martesana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8572,"e","dato stimato"
"016173","Pradalunga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4530,"e","dato stimato"
"030080","Pradamano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3505,"e","dato stimato"
"004173","Pradleves","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",238,"e","dato stimato"
"001201","Pragelato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",741,"e","dato stimato"
"078101","Praia a Mare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6364,"e","dato stimato"
"065102","Praiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1982,"e","dato stimato"
"017152","Pralboino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2778,"e","dato stimato"
"001202","Prali","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",255,"e","dato stimato"
"001203","Pralormo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1896,"e","dato stimato"
"096049","Pralungo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2267,"e","dato stimato"
"027030","Pramaggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4761,"e","dato stimato"
"001204","Pramollo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",220,"e","dato stimato"
"002104","Prarolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",712,"e","dato stimato"
"001205","Prarostino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1246,"e","dato stimato"
"006139","Prasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",503,"e","dato stimato"
"001206","Prascorsano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",714,"e","dato stimato"
"014054","Prata Camportaccio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2908,"e","dato stimato"
"066074","Prata d'Ansidonia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",436,"e","dato stimato"
"093034","Prata di Pordenone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",8293,"e","dato stimato"
"064074","Prata di Principato Ultra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2696,"e","dato stimato"
"061063","Prata Sannita","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1362,"e","dato stimato"
"061064","Pratella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1408,"e","dato stimato"
"001207","Pratiglione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",460,"e","dato stimato"
"021067","Prato allo Stelvio/Prad am Stilfserjoch","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3803,"e","dato stimato"
"030081","Prato Carnico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",843,"e","dato stimato"
"003122","Prato Sesia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1820,"e","dato stimato"
"066075","Pratola Peligna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7039,"e","dato stimato"
"064075","Pratola Serra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3592,"e","dato stimato"
"093035","Pravisdomini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3441,"e","dato stimato"
"096050","Pray","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1999,"e","dato stimato"
"004174","Prazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",177,"e","dato stimato"
"030082","Precenicco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1430,"e","dato stimato"
"054043","Preci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",681,"e","dato stimato"
"040032","Predappio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6296,"e","dato stimato"
"022147","Predazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4500,"e","dato stimato"
"021068","Predoi/Prettau","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",522,"e","dato stimato"
"016174","Predore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1850,"e","dato stimato"
"006140","Predosa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1899,"e","dato stimato"
"026063","Preganziol","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",16737,"e","dato stimato"
"015179","Pregnana Milanese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7274,"e","dato stimato"
"008047","Prelà","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",471,"e","dato stimato"
"097069","Premana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2171,"e","dato stimato"
"030083","Premariacco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3913,"e","dato stimato"
"103055","Premeno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",767,"e","dato stimato"
"103056","Premia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",535,"e","dato stimato"
"040033","Premilcuore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",692,"e","dato stimato"
"016175","Premolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1059,"e","dato stimato"
"103057","Premosello-Chiovenda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1835,"e","dato stimato"
"030084","Preone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",247,"e","dato stimato"
"030085","Prepotto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",707,"e","dato stimato"
"007053","Pré-Saint-Didier","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",980,"e","dato stimato"
"017153","Preseglie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1475,"e","dato stimato"
"061065","Presenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1619,"e","dato stimato"
"016176","Presezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4767,"e","dato stimato"
"023061","Pressana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2474,"e","dato stimato"
"069069","Pretoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",856,"e","dato stimato"
"017155","Prevalle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6781,"e","dato stimato"
"066076","Prezza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",869,"e","dato stimato"
"004175","Priero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",498,"e","dato stimato"
"065103","Prignano Cilento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1103,"e","dato stimato"
"036033","Prignano sulla Secchia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3795,"e","dato stimato"
"097070","Primaluna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2259,"e","dato stimato"
"004176","Priocca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2060,"e","dato stimato"
"004177","Priola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",650,"e","dato stimato"
"089021","Priolo Gargallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11249,"e","dato stimato"
"059019","Priverno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",13735,"e","dato stimato"
"082060","Prizzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4172,"e","dato stimato"
"056044","Proceno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",519,"e","dato stimato"
"063061","Procida","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10092,"e","dato stimato"
"010045","Propata","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",118,"e","dato stimato"
"013192","Proserpio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",948,"e","dato stimato"
"059020","Prossedi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1137,"e","dato stimato"
"017157","Provaglio Val Sabbia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",872,"e","dato stimato"
"021069","Proves/Proveis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",254,"e","dato stimato"
"070056","Provvidenti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",107,"e","dato stimato"
"004178","Prunetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",392,"e","dato stimato"
"062055","Puglianello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1304,"e","dato stimato"
"092050","Pula","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7125,"e","dato stimato"
"030086","Pulfero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",833,"e","dato stimato"
"073022","Pulsano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",11141,"e","dato stimato"
"013193","Pusiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1313,"e","dato stimato"
"090060","Putifigari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",676,"e","dato stimato"
"072036","Putignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",25935,"e","dato stimato"
"069070","Quadri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",699,"e","dato stimato"
"001208","Quagliuzzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",331,"e","dato stimato"
"063062","Qualiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",24501,"e","dato stimato"
"005088","Quaranti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",148,"e","dato stimato"
"006141","Quargnento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1346,"e","dato stimato"
"103058","Quarna Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",240,"e","dato stimato"
"103059","Quarna Sotto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",380,"e","dato stimato"
"002107","Quarona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",3785,"e","dato stimato"
"024083","Quinto Vicentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5832,"e","dato stimato"
"017159","Quinzano d'Oglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",6194,"e","dato stimato"
"020047","Quistello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5280,"e","dato stimato"
"022150","Rabbi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1350,"e","dato stimato"
"075063","Racale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10738,"e","dato stimato"
"084029","Racalmuto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",7650,"e","dato stimato"
"004179","Racconigi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",9634,"e","dato stimato"
"083069","Raccuja","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",864,"e","dato stimato"
"021070","Racines/Ratschings","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4593,"e","dato stimato"
"052023","Radda in Chianti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1449,"e","dato stimato"
"087036","Raddusa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2812,"e","dato stimato"
"052024","Radicofani","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1060,"e","dato stimato"
"052025","Radicondoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",945,"e","dato stimato"
"084030","Raffadali","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",12008,"e","dato stimato"
"087058","Ragalna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",4204,"e","dato stimato"
"030087","Ragogna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2803,"e","dato stimato"
"066077","Raiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",2630,"e","dato stimato"
"087037","Ramacca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10211,"e","dato stimato"
"012115","Rancio Valcuvia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",940,"e","dato stimato"
"012116","Ranco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1238,"e","dato stimato"
"087038","Randazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",10186,"e","dato stimato"
"016178","Ranica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",5893,"e","dato stimato"
"016179","Ranzanico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1224,"e","dato stimato"
"008048","Ranzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",562,"e","dato stimato"
"109035","Rapagnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1908,"e","dato stimato"
"010046","Rapallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",29103,"e","dato stimato"
"069071","Rapino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2023","2023",1171,"e","dato stimato"
