"ITTER107","Territory","TIPO_DATO15","Biometric functions","SEXISTAT1","Gender","ETA1","Age and age class","TIME","Select time","Value","Flag Codes","Flags"
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",43.663,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.715,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.74,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.527,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.285,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.591,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.82,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",38.594,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",41.129,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",40.596,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",42.424,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.678,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",38.004,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",38.006,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",38.313,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.526,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",40.87,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.34,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.901,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.99,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.131,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.935,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",43.127,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.826,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",37.56,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.643,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",41.461,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.426,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.187,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.093,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",41.831,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",43.199,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",38.43,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.881,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.217,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",41.377,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.332,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.611,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.616,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.476,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",39.173,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",42.492,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",38.942,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",37.718,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",36.613,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",39.274,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",43.378,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",37.59,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.185,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",42.327,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",41.336,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.754,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",38.686,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.782,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.487,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",36.364,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.202,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.076,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.852,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",49.883,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",41.085,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.887,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.914,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",34.117,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.288,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.543,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.572,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.029,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.862,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.645,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.374,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",36.015,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",49.324,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",41.738,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.467,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.68,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.826,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.491,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.274,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.248,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.025,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.956,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.714,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.052,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",42.539,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.149,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.212,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.928,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.118,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",42.699,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.057,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.076,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.33,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",45.425,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.36,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.906,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.457,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.89,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.872,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.318,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.948,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.219,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.913,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.546,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.398,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.504,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.105,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",42.162,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.277,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.898,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.206,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.629,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.789,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.053,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.296,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.585,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.746,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.853,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.951,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.014,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.997,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.323,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.798,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.564,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",41.45,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.939,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",42.414,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",41.575,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.578,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.152,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.461,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.326,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.455,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",36.63,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.659,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.574,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.053,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",35.69,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.38,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.601,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.819,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.061,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.205,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",41.198,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.357,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.97,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.165,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.864,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.12,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.125,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.683,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.614,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.439,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.102,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.115,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",51.306,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",51.487,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.883,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",49.174,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.418,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.414,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.266,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",33.541,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",31.854,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",35.701,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",31.977,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.596,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",38.704,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.764,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.613,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",40.779,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.964,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",33.038,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.575,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.801,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.782,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.4,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.42,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",47.387,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.571,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.682,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.236,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",33.822,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",31.198,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",35.422,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.409,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",31.79,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.208,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.149,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",31.697,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.493,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.52,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.331,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.073,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.595,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",40.022,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",48.347,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",34.905,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.798,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",29.807,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",45.276,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.935,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.167,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",49.956,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.54,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.543,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",45.977,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",33.883,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.843,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.53,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.824,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",38.104,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.717,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.179,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.802,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.68,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.653,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.042,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",35.76,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.735,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.184,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.756,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",38.866,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.941,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.543,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.294,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.802,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.705,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.215,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",47.551,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.104,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.574,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",51.152,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.696,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",49.607,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.647,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.21,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.494,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.694,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",47.011,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.352,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.684,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.938,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.799,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",40.488,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",31.015,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.21,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.114,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.974,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.047,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.285,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.866,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",33.794,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.103,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.672,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",31.14,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.38,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",31.294,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",31.983,,
