"ITTER107","Territory","TIPO_DATO15","Biometric functions","SEXISTAT1","Gender","ETA1","Age and age class","TIME","Select time","Value","Flag Codes","Flags"
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",49.143,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.262,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",33.973,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.5,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",35.67,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",31.944,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",49.903,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",49.072,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.021,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.92,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",33.499,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",38.06,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.39,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.601,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.878,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",35.836,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",49.308,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.762,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.662,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",33.715,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",38.577,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",33.825,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",32.145,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",40.615,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",47.243,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.719,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.512,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.475,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.497,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",35.065,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.653,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.385,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",32.901,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",49.224,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.35,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",29.254,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.865,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",29.292,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",29.314,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",33.542,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.923,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.868,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.336,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.099,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.302,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",27.46,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.718,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.903,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",26.292,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.681,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",25.982,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",33.171,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",33.97,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.919,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.14,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",27.666,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.407,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.197,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.054,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.888,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",34.48,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.425,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.204,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.614,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.68,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.995,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.746,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.262,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",29.462,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.687,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.012,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.738,,
"ITE","Centro (I)","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.295,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.884,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.547,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.127,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",29.612,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.942,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.03,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",26.648,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.358,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.669,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.181,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",33.738,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.157,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",33.866,,
"ITG","Isole","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",34.819,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",38.509,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.1,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.606,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",34.73,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",31.869,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.426,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.964,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.505,,
"ITE1","Toscana","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.234,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",25.66,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.438,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.626,,
"ITE4","Lazio","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.216,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.803,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",29.434,,
"ITF1","Abruzzo","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.345,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.902,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.154,,
"ITF5","Basilicata","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.086,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",27.3,,
"ITCD","Nord","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.785,,
"ITF4","Puglia","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.158,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",29.219,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.687,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.385,,
"ITC4","Lombardia","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.872,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",32.865,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.717,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",34.761,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",31.893,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",32.114,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.901,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.075,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.548,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",27.974,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",30.445,,
"ITD1","Provincia Autonoma Bolzano / Bozen","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",29.156,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.166,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",25.697,,
"ITF3","Campania","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",28.494,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.178,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.3,,
"ITD5","Emilia-Romagna","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.81,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.327,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",40.128,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",27.09,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.567,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",28.966,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.918,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",38.538,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.643,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",27.137,,
"ITF","Sud","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",27.427,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",32.122,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.404,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",33.722,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.106,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",27.454,,
"ITF2","Molise","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",34.753,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.808,,
"ITE2","Umbria","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",34.437,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.432,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",33.643,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",31.664,,
"ITDA","Trentino Alto Adige / Südtirol","LIFEXP","life expectancy - ex","9","total","Y52","52 years","2021","2021",33.022,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",29.251,,
"ITFG","Mezzogiorno","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",32.897,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",34.9,,
"ITD4","Friuli-Venezia Giulia","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.245,,
"ITF6","Calabria","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",26.746,,
"ITC3","Liguria","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.602,,
"ITD3","Veneto","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",40.235,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",26.772,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.301,,
"ITE3","Marche","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.098,,
"ITD","Nord-est","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",26.02,,
"ITC","Nord-ovest","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.417,,
"ITD2","Provincia Autonoma Trento","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",25.874,,
"ITC1","Piemonte","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.242,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.846,,
"ITG2","Sardegna","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.626,,
"ITG1","Sicilia","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",25.414,,
